10,13,0,-0.09301742387665346
10,13,1,-0.09301742387665346
10,13,2,-0.09301742387665346
10,13,3,-0.09301742387665346
10,13,4,-0.09301742387665346
10,13,5,-0.09301742387665346
10,13,6,-0.09301742387665346
10,13,7,-0.09301742387665346
10,13,8,-0.09301742387665346
10,13,9,-0.09301742387665346
10,14,0,-0.31618010096340576
10,14,1,-0.31618010096340576
10,14,2,-0.31618010096340576
10,14,3,-0.31618010096340576
10,14,4,-0.31618010096340576
10,14,5,-0.31618010096340576
10,14,6,-0.31618010096340576
10,14,7,-0.31618010096340576
10,14,8,-0.31618010096340576
10,14,9,-0.31618010096340576
10,15,0,-0.31618010096340576
10,15,1,-0.31618010096340576
10,15,2,-0.31618010096340576
10,15,3,-0.31618010096340576
10,15,4,-0.31618010096340576
10,15,5,-0.31618010096340576
10,15,6,-0.31618010096340576
10,15,7,-0.31618010096340576
10,15,8,-0.31618010096340576
10,15,9,-0.31618010096340576
10,16,0,-0.09301742387665346
10,16,1,-0.09301742387665346
10,16,2,-0.09301742387665346
10,16,3,-0.09301742387665346
10,16,4,-0.09301742387665346
10,16,5,-0.09301742387665346
10,16,6,-0.09301742387665346
10,16,7,-0.09301742387665346
10,16,8,-0.09301742387665346
10,16,9,-0.09301742387665346
11,12,0,-0.5505214135986432
11,12,1,-0.5505214135986432
11,12,2,-0.5505214135986432
11,12,3,-0.5505214135986432
11,12,4,-0.5505214135986432
11,12,5,-0.5505214135986432
11,12,6,-0.5505214135986432
11,12,7,-0.5505214135986432
11,12,8,-0.5505214135986432
11,12,9,-0.5505214135986432
11,13,0,-1.0608070142083244
11,13,1,-1.0608070142083244
11,13,2,-1.0608070142083244
11,13,3,-1.0608070142083244
11,13,4,-1.0608070142083244
11,13,5,-1.0608070142083244
11,13,6,-1.0608070142083244
11,13,7,-1.0608070142083244
11,13,8,-1.0608070142083244
11,13,9,-1.0608070142083244
11,14,0,-1.342551131793721
11,14,1,-1.342551131793721
11,14,2,-1.342551131793721
11,14,3,-1.342551131793721
11,14,4,-1.342551131793721
11,14,5,-1.342551131793721
11,14,6,-1.342551131793721
11,14,7,-1.342551131793721
11,14,8,-1.342551131793721
11,14,9,-1.342551131793721
11,15,0,-1.342551131793721
11,15,1,-1.342551131793721
11,15,2,-1.342551131793721
11,15,3,-1.342551131793721
11,15,4,-1.342551131793721
11,15,5,-1.342551131793721
11,15,6,-1.342551131793721
11,15,7,-1.342551131793721
11,15,8,-1.342551131793721
11,15,9,-1.342551131793721
11,16,0,-1.0608070142083244
11,16,1,-1.0608070142083244
11,16,2,-1.0608070142083244
11,16,3,-1.0608070142083244
11,16,4,-1.0608070142083244
11,16,5,-1.0608070142083244
11,16,6,-1.0608070142083244
11,16,7,-1.0608070142083244
11,16,8,-1.0608070142083244
11,16,9,-1.0608070142083244
11,17,0,-0.5505214135986432
11,17,1,-0.5505214135986432
11,17,2,-0.5505214135986432
11,17,3,-0.5505214135986432
11,17,4,-0.5505214135986432
11,17,5,-0.5505214135986432
11,17,6,-0.5505214135986432
11,17,7,-0.5505214135986432
11,17,8,-0.5505214135986432
11,17,9,-0.5505214135986432
12,11,0,-0.5505214135986432
12,11,1,-0.5505214135986432
12,11,2,-0.5505214135986432
12,11,3,-0.5505214135986432
12,11,4,-0.5505214135986432
12,11,5,-0.5505214135986432
12,11,6,-0.5505214135986432
12,11,7,-0.5505214135986432
12,11,8,-0.5505214135986432
12,11,9,-0.5505214135986432
12,12,0,-1.342551131793722
12,12,1,-1.342551131793722
12,12,2,-1.342551131793722
12,12,3,-1.342551131793722
12,12,4,-1.342551131793722
12,12,5,-1.342551131793722
12,12,6,-1.342551131793722
12,12,7,-1.342551131793722
12,12,8,-1.342551131793722
12,12,9,-1.342551131793722
12,13,0,-1.9839903992179497
12,13,1,-1.9839903992179497
12,13,2,-1.9839903992179497
12,13,3,-1.9839903992179497
12,13,4,-1.9839903992179497
12,13,5,-1.9839903992179497
12,13,6,-1.9839903992179497
12,13,7,-1.9839903992179497
12,13,8,-1.9839903992179497
12,13,9,-1.9839903992179497
12,14,0,-2.362576113658906
12,14,1,-2.362576113658906
12,14,2,-2.362576113658906
12,14,3,-2.362576113658906
12,14,4,-2.362576113658906
12,14,5,-2.362576113658906
12,14,6,-2.362576113658906
12,14,7,-2.362576113658906
12,14,8,-2.362576113658906
12,14,9,-2.362576113658906
12,15,0,-2.362576113658906
12,15,1,-2.362576113658906
12,15,2,-2.362576113658906
12,15,3,-2.362576113658906
12,15,4,-2.362576113658906
12,15,5,-2.362576113658906
12,15,6,-2.362576113658906
12,15,7,-2.362576113658906
12,15,8,-2.362576113658906
12,15,9,-2.362576113658906
12,16,0,-1.9839903992179497
12,16,1,-1.9839903992179497
12,16,2,-1.9839903992179497
12,16,3,-1.9839903992179497
12,16,4,-1.9839903992179497
12,16,5,-1.9839903992179497
12,16,6,-1.9839903992179497
12,16,7,-1.9839903992179497
12,16,8,-1.9839903992179497
12,16,9,-1.9839903992179497
12,17,0,-1.342551131793722
12,17,1,-1.342551131793722
12,17,2,-1.342551131793722
12,17,3,-1.342551131793722
12,17,4,-1.342551131793722
12,17,5,-1.342551131793722
12,17,6,-1.342551131793722
12,17,7,-1.342551131793722
12,17,8,-1.342551131793722
12,17,9,-1.342551131793722
12,18,0,-0.5505214135986432
12,18,1,-0.5505214135986432
12,18,2,-0.5505214135986432
12,18,3,-0.5505214135986432
12,18,4,-0.5505214135986432
12,18,5,-0.5505214135986432
12,18,6,-0.5505214135986432
12,18,7,-0.5505214135986432
12,18,8,-0.5505214135986432
12,18,9,-0.5505214135986432
13,10,0,-0.09301742387665346
13,10,1,-0.09301742387665346
13,10,2,-0.09301742387665346
13,10,3,-0.09301742387665346
13,10,4,-0.09301742387665346
13,10,5,-0.09301742387665346
13,10,6,-0.09301742387665346
13,10,7,-0.09301742387665346
13,10,8,-0.09301742387665346
13,10,9,-0.09301742387665346
13,11,0,-1.0608070142083244
13,11,1,-1.0608070142083244
13,11,2,-1.0608070142083244
13,11,3,-1.0608070142083244
13,11,4,-1.0608070142083244
13,11,5,-1.0608070142083244
13,11,6,-1.0608070142083244
13,11,7,-1.0608070142083244
13,11,8,-1.0608070142083244
13,11,9,-1.0608070142083244
13,12,0,-1.9839903992179497
13,12,1,-1.9839903992179497
13,12,2,-1.9839903992179497
13,12,3,-1.9839903992179497
13,12,4,-1.9839903992179497
13,12,5,-1.9839903992179497
